OID,ec5_uuid,created_at,uploaded_at,title,1_Name_of_the_data_c,2_Date_of_Data_colle,3_Girth_of_the_tree_,4_Time_of_Data_colle,5_Name_of_the_tree__,Lat,Long,accuracy_6_Please_add_locatio,UTM_Northing_6_Please_add_locatio,UTM_Easting_6_Please_add_locatio,UTM_Zone_6_Please_add_locatio,7_Height_of_the_tree,8_Type_of_tree,9_Type_of_tree,10_Whether_fruiting_,11_Whether_flowering,12_Type_of_Leaves,13_Please_take_a_pho,14_Please_click_the_,15_Health_of_the_tre,16_Whether_bird_nest,17_Canopy_cover,18_Any_other_comment
51,f3aadeae-5150-4e9f-9a57-6577a2cf904c,2024-11-10T07:44:44.000Z,2024-11-10T07:52:34.000Z,f3aadeae-5150-4e9f-9a57-6577a2cf904c,Supriya Dipak Bakal,10-11-2024,45,13:13,Aakashbneem,18.457781,73.854174,4,2041216,379010,43Q,15,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f3aadeae-5150-4e9f-9a57-6577a2cf904c_1731224661.jpg,,Looks Good ,no,Dense,
52,3fa46d45-42c1-40f3-8447-80c5da2e9011,2024-11-10T07:44:16.000Z,2024-11-10T07:44:21.000Z,3fa46d45-42c1-40f3-8447-80c5da2e9011,Dattatraya Chaudhari,10-11-2024,30,13:12,Saptaparni,18.455382,73.854962,4,2040950,379091,43Q,8,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3fa46d45-42c1-40f3-8447-80c5da2e9011_1731224629.jpg,,Looks Good ,no,moderate,
53,f9229580-eaee-48e5-9d07-3a6accf9fa7b,2024-11-10T07:44:03.000Z,2024-11-10T07:53:39.000Z,f9229580-eaee-48e5-9d07-3a6accf9fa7b,Vaishnavi Malpani,06-04-2000,45,13:12,Unknown,18.457854,73.854188,4,2041224,379011,43Q,12,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f9229580-eaee-48e5-9d07-3a6accf9fa7b_1731224632.jpg,,Looks Good ,Yes,Dense,
54,d60697df-5117-4c72-af6f-95950c81a251,2024-11-10T07:44:00.000Z,2024-11-10T07:49:31.000Z,d60697df-5117-4c72-af6f-95950c81a251,Gayatri Deshpande,10-11-2024,120,13:11,Altissima,18.456517,73.85725,4,2041074,379334,43Q,14,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d60697df-5117-4c72-af6f-95950c81a251_1731224628.jpg,,Looks Good ,no,moderate,
55,8df025a3-79f8-49d4-98cf-437f3f3d056f,2024-11-10T07:43:26.000Z,2024-11-10T08:01:04.000Z,8df025a3-79f8-49d4-98cf-437f3f3d056f,Shailesh Kumar,10-11-2024,70,13:12,Saptparni,18.455401,73.854835,5,2040953,379078,43Q,15,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8df025a3-79f8-49d4-98cf-437f3f3d056f_1731224589.jpg,,Looks Good ,no,moderate,
56,a830f04f-cdd9-4b1c-b819-1a3ac76e5979,2024-11-10T07:42:57.000Z,2024-11-10T07:43:16.000Z,a830f04f-cdd9-4b1c-b819-1a3ac76e5979,Nitin,10-11-2024,35,13:11,Kanjeda,18.456694,73.857238,3,2041094,379333,43Q,30,Native,Evergreen ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=a830f04f-cdd9-4b1c-b819-1a3ac76e5979_1731224553.jpg,,looks dry ,no,moderate,They are buring things under it so it is affecting it
57,135d9d09-3e2d-42fe-9f30-1fd0042ae8d7,2024-11-10T07:42:37.000Z,2024-11-10T07:42:44.000Z,135d9d09-3e2d-42fe-9f30-1fd0042ae8d7,Souvic,10-11-2024,100,13:09,Krishnachura,18.456565,73.857253,2,2041080,379334,43Q,12,Native,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=135d9d09-3e2d-42fe-9f30-1fd0042ae8d7_1731224501.jpg,,Looks Good ,no,Dense,Trees branches are cut
58,7748deeb-b66e-4b2d-9b00-d1055f895a0f,2024-11-10T07:42:26.000Z,2024-11-10T07:42:34.000Z,7748deeb-b66e-4b2d-9b00-d1055f895a0f,Rohit kumbhar,10-11-2024,30,13:09,Kadamb,18.455508,73.854882,9,2040964,379083,43Q,20,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=7748deeb-b66e-4b2d-9b00-d1055f895a0f_1731224499.jpg,,Looks Good ,Yes,Dense,Good
59,ffb7e2d8-70ec-4b7a-be5e-82b19c78d03d,2024-11-10T07:42:18.000Z,2024-11-10T07:52:32.000Z,ffb7e2d8-70ec-4b7a-be5e-82b19c78d03d,Supriya Dipak Bakal,10-11-2024,45,13:11,Gulmohar tree,18.457788,73.854279,4,2041217,379021,43Q,14,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=ffb7e2d8-70ec-4b7a-be5e-82b19c78d03d_1731224526.jpg,,Looks Good ,no,Dense,
60,e1ea101e-ff6d-49d2-b605-fe040a95110c,2024-11-10T07:41:35.000Z,2024-11-10T07:41:42.000Z,e1ea101e-ff6d-49d2-b605-fe040a95110c,Trupti Pundekar,10-11-2024,60,13:09,Karanj,18.455476,73.85495,13,2040961,379090,43Q,17,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e1ea101e-ff6d-49d2-b605-fe040a95110c_1731224464.jpg,,Looks Good ,no,moderate,Useful tree
61,43407cec-eea5-48eb-a349-7dd4a42cebcc,2024-11-10T07:41:26.000Z,2024-11-10T08:00:59.000Z,43407cec-eea5-48eb-a349-7dd4a42cebcc,Shailesh Kumar,10-11-2024,90,13:10,Gulmohar,18.455484,73.854882,5,2040962,379083,43Q,15,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=43407cec-eea5-48eb-a349-7dd4a42cebcc_1731224472.jpg,,Looks Good ,no,moderate,
62,0990b013-c9a5-47ad-84b1-79cbb360ba4f,2024-11-10T07:41:14.000Z,2024-11-10T07:53:37.000Z,0990b013-c9a5-47ad-84b1-79cbb360ba4f,Vaishnavi Malpani,06-04-2000,45,13:10,Gulmohar,18.45784,73.854387,4,2041223,379032,43Q,14,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0990b013-c9a5-47ad-84b1-79cbb360ba4f_1731224450.jpg,,Looks Good ,no,Dense,
63,cc715c9c-a890-4545-b9f1-6954cd87ca02,2024-11-10T07:41:07.000Z,2024-11-10T07:52:51.000Z,cc715c9c-a890-4545-b9f1-6954cd87ca02,Vijay bohra,10-11-2024,30,13:09,Aakash neem,18.457845,73.854422,4,2041223,379036,43Q,15,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=cc715c9c-a890-4545-b9f1-6954cd87ca02_1731224444.jpg,,Looks Good ,no,Dense,Nil
64,2bc474d9-1778-4736-a8a9-be7a2503cc89,2024-11-10T07:40:53.000Z,2024-11-10T07:49:29.000Z,2bc474d9-1778-4736-a8a9-be7a2503cc89,Gayatri Deshpande,10-11-2024,170,13:09,Babali,18.456489,73.857269,5,2041071,379336,43Q,15,Native,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2bc474d9-1778-4736-a8a9-be7a2503cc89_1731224438.jpg,,Looks Good ,no,Dense,
65,f371b2cb-22a3-4788-b6db-f00bf16b8dc5,2024-11-10T07:40:53.000Z,2024-11-10T07:43:14.000Z,f371b2cb-22a3-4788-b6db-f00bf16b8dc5,Nitin,10-11-2024,40,13:10,Kanjeda,18.456569,73.857193,4,2041080,379328,43Q,25,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f371b2cb-22a3-4788-b6db-f00bf16b8dc5_1731224439.jpg,,Looks Good ,no,moderate,
66,af542feb-a7c5-413c-a11e-46a24255e617,2024-11-10T07:40:41.000Z,2024-11-10T07:40:46.000Z,af542feb-a7c5-413c-a11e-46a24255e617,Dattatraya Chaudhari,10-11-2024,160,13:09,Pichakari,18.455568,73.854945,4,2040971,379090,43Q,30,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=af542feb-a7c5-413c-a11e-46a24255e617_1731224418.jpg,,Looks Good ,no,moderate,
67,f8edd9cf-7f11-4250-aadd-e2b3b8bb8086,2024-11-10T07:40:37.000Z,2024-11-10T07:52:30.000Z,f8edd9cf-7f11-4250-aadd-e2b3b8bb8086,Supriya Dipak Bakal,10-11-2024,10,13:08,Ficus,18.457766,73.854462,4,2041215,379040,43Q,11,Native,Evergreen ,No,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f8edd9cf-7f11-4250-aadd-e2b3b8bb8086_1731224414.jpg,,Looks Good ,no,moderate,
68,c8eb8d0a-6dcb-4bfc-8143-dcb8afb9cff5,2024-11-10T07:39:53.000Z,2024-11-10T07:41:06.000Z,c8eb8d0a-6dcb-4bfc-8143-dcb8afb9cff5,Manisha,10-11-2024,50,13:08,Teak,18.45924,73.852745,4,2041379,378860,43Q,7,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c8eb8d0a-6dcb-4bfc-8143-dcb8afb9cff5_1731224377.jpg,,Looks Good ,no,Dense,No
69,43009db9-342b-4b65-8830-b4e7974105a7,2024-11-10T07:39:51.000Z,2024-11-10T08:00:54.000Z,43009db9-342b-4b65-8830-b4e7974105a7,Shailesh Kumar,10-11-2024,90,13:08,Pichkari,18.455526,73.854925,4,2040966,379087,43Q,15,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=43009db9-342b-4b65-8830-b4e7974105a7_1731224373.jpg,,Looks Good ,no,moderate,
70,74b118b1-17a5-4af4-956d-dc5a4670caa4,2024-11-10T07:39:49.000Z,2024-11-10T07:39:55.000Z,74b118b1-17a5-4af4-956d-dc5a4670caa4,Lakshita,10-11-2024,10,13:08,Kanchan,18.459052,73.852801,3,2041358,378866,43Q,4,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=74b118b1-17a5-4af4-956d-dc5a4670caa4_1731224376.jpg,,looks dry ,no,sparse,
71,001bb9e1-1cdd-4ee7-bbba-e7dd31f25479,2024-11-10T07:38:50.000Z,2024-11-10T07:52:48.000Z,001bb9e1-1cdd-4ee7-bbba-e7dd31f25479,Vijay bohra,10-11-2024,25,13:07,NA,18.45781,73.854634,4,2041219,379058,43Q,15,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=001bb9e1-1cdd-4ee7-bbba-e7dd31f25479_1731224295.jpg,,Looks Good ,no,Dense,Nil
72,644dbba1-1c79-4922-af4f-722cd5c3d2b6,2024-11-10T07:38:47.000Z,2024-11-10T07:38:55.000Z,644dbba1-1c79-4922-af4f-722cd5c3d2b6,Dattatraya Chaudhari,10-11-2024,90,13:06,Pichakari,18.455682,73.854939,4,2040984,379089,43Q,15,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=644dbba1-1c79-4922-af4f-722cd5c3d2b6_1731224289.jpg,,Looks Good ,Yes,moderate,
73,f1e26f4c-4cdd-4837-a14a-150e038dcc3d,2024-11-10T07:38:41.000Z,2024-11-10T07:49:26.000Z,f1e26f4c-4cdd-4837-a14a-150e038dcc3d,Sakshika Gupta,10-11-2024,170,13:07,Sausage Benth,18.456403,73.857029,5,2041062,379310,43Q,15,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=f1e26f4c-4cdd-4837-a14a-150e038dcc3d_1731224309.jpg,,Looks Good ,no,moderate,
74,fd11a491-c9bd-4d66-8dd8-003cef80fc05,2024-11-10T07:38:06.000Z,2024-11-10T08:00:49.000Z,fd11a491-c9bd-4d66-8dd8-003cef80fc05,Shailesh Kumar,10-11-2024,40,13:06,Saptpanni,18.455588,73.854898,4,2040973,379085,43Q,12,Native,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=fd11a491-c9bd-4d66-8dd8-003cef80fc05_1731224271.jpg,,Looks Good ,no,moderate,
75,424886f0-2a35-4b8b-936b-30f6a8c0ec7d,2024-11-10T07:38:04.000Z,2024-11-10T07:38:40.000Z,424886f0-2a35-4b8b-936b-30f6a8c0ec7d,Ketki Adkar,10-11-2024,60,13:06,Suru,18.458931,73.852727,8,2041345,378858,43Q,20,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=424886f0-2a35-4b8b-936b-30f6a8c0ec7d_1731224268.jpg,,looks dry ,no,sparse,
76,62e417fa-18e9-44c0-a3c0-3daba584b4e0,2024-11-10T07:37:44.000Z,2024-11-10T07:37:49.000Z,62e417fa-18e9-44c0-a3c0-3daba584b4e0,Trupti Pundekar,10-11-2024,75,13:04,Saptparni,18.455441,73.854862,31,2040957,379081,43Q,25,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=62e417fa-18e9-44c0-a3c0-3daba584b4e0_1731224220.jpg,,Looks Good ,no,moderate,Flowering Plant
77,8765da11-2de8-41f4-9b63-a61867b4f8a7,2024-11-10T07:37:43.000Z,2024-11-10T07:37:56.000Z,8765da11-2de8-41f4-9b63-a61867b4f8a7,Rohit kumbhar,10-11-2024,90,13:05,Saptparni,18.455761,73.854906,5,2040992,379086,43Q,25,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8765da11-2de8-41f4-9b63-a61867b4f8a7_1731224241.jpg,,Looks Good ,no,Dense,Good
78,2170d187-88d9-4b5e-a7d1-257418bed5df,2024-11-10T07:37:21.000Z,2024-11-10T07:51:11.000Z,2170d187-88d9-4b5e-a7d1-257418bed5df,Archana Kadam,10-11-2024,20,13:05,Almond,18.45973,73.852716,15,2041433,378857,43Q,9,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=2170d187-88d9-4b5e-a7d1-257418bed5df_1731224201.jpg,,Looks Good ,Yes,Dense,
79,95c836fc-4d8f-4cbb-b89f-3b181ce9e66f,2024-11-10T07:37:19.000Z,2024-11-10T07:49:24.000Z,95c836fc-4d8f-4cbb-b89f-3b181ce9e66f,Gayatri Deshpande,10-11-2024,200,13:06,Sausage Benth,18.456457,73.85693,7,2041068,379300,43Q,15,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=95c836fc-4d8f-4cbb-b89f-3b181ce9e66f_1731224216.jpg,,Looks Good ,no,moderate,Garbage around Tree
80,9720698d-0faf-40cb-998e-edfd37fcd19b,2024-11-10T07:37:17.000Z,2024-11-10T07:53:34.000Z,9720698d-0faf-40cb-998e-edfd37fcd19b,Vaishnavi Malpani,06-04-2000,45,13:06,Gulmohar,18.457771,73.854639,5,2041215,379059,43Q,12,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=9720698d-0faf-40cb-998e-edfd37fcd19b_1731224218.jpg,,Looks Good ,no,Dense,
81,4f45f280-bd55-44e2-ada2-be16eb30020f,2024-11-10T07:37:03.000Z,2024-11-10T07:39:39.000Z,4f45f280-bd55-44e2-ada2-be16eb30020f,Nitin,10-11-2024,50,13:05,Kanjeda,18.456397,73.85703,3,2041061,379310,43Q,30,Native,Evergreen ,,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=4f45f280-bd55-44e2-ada2-be16eb30020f_1731224213.jpg,,Looks Good ,Yes,Dense,
82,e6b2444f-0235-40c2-bf15-e321db890a67,2024-11-10T07:37:03.000Z,2024-11-10T07:37:08.000Z,e6b2444f-0235-40c2-bf15-e321db890a67,Souvic,10-11-2024,20,13:05,Sausage,18.456413,73.856875,6,2041063,379294,43Q,12,Exotic ,Deciduous ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e6b2444f-0235-40c2-bf15-e321db890a67_1731224200.jpg,,Looks Good ,no,Dense,Nil
83,580c6df7-41ce-46be-874c-86f519c76abd,2024-11-10T07:36:06.000Z,2024-11-10T07:52:46.000Z,580c6df7-41ce-46be-874c-86f519c76abd,Vijay bohra,10-11-2024,50,13:05,Gulmohar,18.457784,73.854761,4,2041216,379072,43Q,12,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=580c6df7-41ce-46be-874c-86f519c76abd_1731224147.jpg,,Looks Good ,no,Dense,Nil
84,03447aa3-bb42-41d5-8c4d-379e94812ad1,2024-11-10T07:36:05.000Z,2024-11-10T08:00:45.000Z,03447aa3-bb42-41d5-8c4d-379e94812ad1,Shailesh Kumar,10-11-2024,60,13:04,Siris,18.455764,73.854864,4,2040993,379081,43Q,18,Native,Evergreen ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=03447aa3-bb42-41d5-8c4d-379e94812ad1_1731224147.jpg,,Looks Good ,no,moderate,
85,130ec522-6013-48c6-881e-3bce9e00b65e,2024-11-10T07:35:48.000Z,2024-11-10T07:35:56.000Z,130ec522-6013-48c6-881e-3bce9e00b65e,Dattatraya Chaudhari,10-11-2024,90,13:04,Pichakari,18.455766,73.854909,4,2040993,379086,43Q,45,Exotic ,Evergreen ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=130ec522-6013-48c6-881e-3bce9e00b65e_1731224121.jpg,,Looks Good ,Yes,moderate,
86,d272510a-3c11-43aa-854a-ff8cc9522192,2024-11-10T07:35:33.000Z,2024-11-10T07:49:22.000Z,d272510a-3c11-43aa-854a-ff8cc9522192,Sakshika Gupta,10-11-2024,10,13:04,Sausage Benth,18.456353,73.856717,6,2041057,379277,43Q,10,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d272510a-3c11-43aa-854a-ff8cc9522192_1731224113.jpg,,Looks Good ,no,moderate,
87,595322ed-5021-448d-8c05-bd375e56dd85,2024-11-10T07:35:20.000Z,2024-11-10T07:35:44.000Z,595322ed-5021-448d-8c05-bd375e56dd85,Ketki Adkar,10-11-2024,65,13:04,Suru,18.458942,73.852725,10,2041346,378858,43Q,20,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=595322ed-5021-448d-8c05-bd375e56dd85_1731224093.jpg,,looks dry ,no,sparse,
88,25f5153a-fe5c-420d-9608-6c332c458c57,2024-11-10T07:35:13.000Z,2024-11-10T07:53:31.000Z,25f5153a-fe5c-420d-9608-6c332c458c57,Vaishnavi Malpani,10-11-2024,80,13:03,Gulmohar,18.45784,73.854794,4,2041223,379075,43Q,4,Native,Deciduous ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=25f5153a-fe5c-420d-9608-6c332c458c57_1731224084.jpg,,Looks Good ,no,Dense,
89,e5369d51-bbbd-40ea-b1df-6ee76e9d4147,2024-11-10T07:35:08.000Z,2024-11-10T07:39:37.000Z,e5369d51-bbbd-40ea-b1df-6ee76e9d4147,Nitin,10-11-2024,70,13:03,Not known,18.456467,73.857109,3,2041069,379319,43Q,35,Exotic ,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=e5369d51-bbbd-40ea-b1df-6ee76e9d4147_1731224077.jpg,,Looks Good ,no,moderate,
90,5157eeb4-2337-4cd5-8950-b40bb4a3c117,2024-11-10T07:35:01.000Z,2024-11-10T07:35:13.000Z,5157eeb4-2337-4cd5-8950-b40bb4a3c117,Rohit kumbhar,10-11-2024,150,13:02,Pichkari,18.455928,73.854865,3,2041011,379081,43Q,30,Native,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=5157eeb4-2337-4cd5-8950-b40bb4a3c117_1731224082.jpg,,Looks Good ,no,Dense,Good
91,0517e434-b755-48c3-ae22-ae49a8e62726,2024-11-10T07:34:57.000Z,2024-11-10T07:52:26.000Z,0517e434-b755-48c3-ae22-ae49a8e62726,Supriya Dipak Bakal,10-11-2024,45,13:03,Palm tree,18.45773,73.85485,5,2041210,379081,43Q,13,Native,Deciduous ,No,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0517e434-b755-48c3-ae22-ae49a8e62726_1731224068.jpg,,Looks Good ,no,sparse,
92,79c8f9bb-53ed-482d-942c-2259d85c25fc,2024-11-10T07:34:57.000Z,2024-11-10T07:35:03.000Z,79c8f9bb-53ed-482d-942c-2259d85c25fc,Souvic,10-11-2024,200,13:02,Sausage tree,18.456388,73.85685,4,2041060,379291,43Q,12,Exotic ,Deciduous ,Yes,no,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=79c8f9bb-53ed-482d-942c-2259d85c25fc_1731224067.jpg,,Looks Good ,no,Dense,The tree branches are cut
93,c1a1cad6-ddbd-4adb-b315-6bf0b97f2b17,2024-11-10T07:34:14.000Z,2024-11-10T07:41:03.000Z,c1a1cad6-ddbd-4adb-b315-6bf0b97f2b17,Manisha,10-11-2024,50,13:01,Teak Saagwan,18.459041,73.852753,4,2041357,378861,43Q,3,Native,Deciduous ,No,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=c1a1cad6-ddbd-4adb-b315-6bf0b97f2b17_1731224023.jpg,,Looks Good ,no,moderate,No
94,02f619a3-0be2-406e-b502-500256af60b7,2024-11-10T07:34:05.000Z,2024-11-10T07:49:19.000Z,02f619a3-0be2-406e-b502-500256af60b7,Gayatri Deshpande,10-11-2024,170,13:02,Sausage Benth,18.456385,73.856776,4,2041060,379284,43Q,15,Exotic ,Deciduous ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=02f619a3-0be2-406e-b502-500256af60b7_1731224018.jpg,,Looks Good ,no,moderate,Garbage around Tree
95,d104f69d-df70-454c-83a1-97c6f0968347,2024-11-10T07:32:46.000Z,2024-11-10T07:32:52.000Z,d104f69d-df70-454c-83a1-97c6f0968347,Trupti Pundekar,10-11-2024,90,13:00,Rubber plant,18.45573,73.854735,51,2040989,379068,43Q,25,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=d104f69d-df70-454c-83a1-97c6f0968347_1731223932.jpg,,Looks Good ,no,moderate,Flowering Plant
96,8edc3f01-78f5-4b20-b7f3-c3915fa5b255,2024-11-10T07:32:38.000Z,2024-11-10T08:00:39.000Z,8edc3f01-78f5-4b20-b7f3-c3915fa5b255,Shailesh Kumar,10-11-2024,65,13:00,Siris,18.455901,73.854824,4,2041008,379077,43Q,20,Native,Evergreen ,No,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=8edc3f01-78f5-4b20-b7f3-c3915fa5b255_1731223947.jpg,,Looks Good ,no,moderate,
97,0e006947-97ad-4c48-b76e-5e4f3065b426,2024-11-10T07:32:38.000Z,2024-11-10T07:33:26.000Z,0e006947-97ad-4c48-b76e-5e4f3065b426,Vijay bohra,10-11-2024,75,13:01,Ficus,18.457642,73.855508,5,2041200,379150,43Q,12,Native,Evergreen ,Yes,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=0e006947-97ad-4c48-b76e-5e4f3065b426_1731223938.jpg,,Looks Good ,no,Dense,Nil
98,bf834927-fec5-4161-8f47-9b097e8ab3db,2024-11-10T07:32:15.000Z,2024-11-10T07:35:42.000Z,bf834927-fec5-4161-8f47-9b097e8ab3db,Ketki Adkar,10-11-2024,60,13:01,Suru,18.458932,73.852779,6,2041345,378863,43Q,22,Exotic ,Evergreen ,Yes,yes,compound,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=bf834927-fec5-4161-8f47-9b097e8ab3db_1731223921.jpg,,looks dry ,no,sparse,
99,3457e46e-266c-49ae-99fb-b015c6b0ee9a,2024-11-10T07:31:49.000Z,2024-11-10T07:31:54.000Z,3457e46e-266c-49ae-99fb-b015c6b0ee9a,Dattatraya Chaudhari,10-11-2024,125,13:00,RainTree,18.455943,73.8548,3,2041013,379075,43Q,30,Exotic ,Evergreen ,,no,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=3457e46e-266c-49ae-99fb-b015c6b0ee9a_1731223889.jpg,,Looks Good ,Yes,Dense,
100,72e7baef-cfc2-4c59-8522-2650b3c00b88,2024-11-10T07:31:46.000Z,2024-11-10T07:31:56.000Z,72e7baef-cfc2-4c59-8522-2650b3c00b88,Rohit kumbhar,10-11-2024,50,12:58,Saptparni,18.45606,73.854701,3,2041026,379064,43Q,20,Native,Evergreen ,Yes,yes,simple,https://five.epicollect.net/api/media/bharati-vidyapeeth-tree-census-november-2024?type=photo&format=entry_original&name=72e7baef-cfc2-4c59-8522-2650b3c00b88_1731223861.jpg,,Looks Good ,Yes,moderate,Good
